Word,Split
दृढृ,दृढृ
साक्षादन्वयाऽयोग्यतया,साक्षादन्वया+अयोग्यतया
शक्तमित्याकारकम्,शक्तम्+इत्याकारकम्
गिरफ्त,गिरफ्त
स्वस्यान्वयविरहान्नापत्तिः,स्वस्यान्वयविरहात्+न+आपत्तिः
कल्पनीयमित्यपि,कल्पनीयम्+इति+अपि
महाबाहो निगृहीतानि,महाबाहः+निगृहीतानि
संसर्गत्वमावश्यकमिति,संसर्गत्वम्+आवश्यकम्+इति
शोचनीयं --,शोचनीयम्+ --
दोषान्तरमावश्यकमित्यत आह---वस्तुत,दोषान्तरम्+आवश्यकम्+इति+अतः+ आह---वस्तुतः+
प्रकारतामतमेव,प्रकारतामतम्+एव
मासिक,मासिक
उत्सवम,उत्स+वम
निग्रहस्थानं वाच्यम्,निग्रहस्थानम्+ वाच्यम्
सत्यग्रही,सत्य+ग्रही
कर्म्मेदं ममास्तु,कर्म्म+इदम्+मम+अस्तु
दासन,दास्+अन
जयप्रदा,जय+प्र+दा
"प्रतिज्ञावचनं,घ.reads","प्रतिज्ञावचनम्+,घ.reads"
विशेषणवाचकपदोत्तरविभक्त्यर्थसंख्याया यत्राविवक्षितत्वं,विशेषणवाचकपदोत्तरविभक्त्यर्थसंख्यायाः+ यत्र+अविवक्षितत्वम्+
उच्चारणवैशिष्ट्यं च,उच्चारणवैशिष्ट्यम्+ च
धनसह,धन+सह
परोसने,परोस+ने
स नरोऽपि,सः+नरः+अपि
जुडके,जुड+के
कफजन्य,कफ+जन्य
घटो बोद्धव्य,घटः+ बोद्धव्य
पडें,पड+ें
कॉम्पी,कॉम्पी
आञ्ज्,आञ्ज्
कतरकर,कतर+कर
लङ्कादहन,लङ्का+दहन
खरीदवाऊङ्गा,खरीदवा+ऊङ्गा
चढवा,चढवा
सेक्शन,सेक्शन
तृणारणिमणिन्यायेनेति,तृणारणिमणिन्यायेन+इति
हराओ,हरा+ओ
विश्ववाद,विश्व+वाद
कथमहं,कथम्+अहं
कटास,कट+आस
उत्पादक-अधिशेष,उत्पादक+अधिशेष
तत्प्रकारकेति,तत्+प्रकारकेति
ऍक्ट्स,ऍक्ट्स
गैरआवश्यक,गैर+आवश्यक
सामानाधिकरण्यरूपेणैवेत्यर्थः,सामानाधिकरण्यरूपेण+एव+इत्यर्थः
मनोजगत्,मनः+जगत्
दफनाऊं,दफना+ऊं
मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः,मयि+अर्पितमनः+बुद्धिः+माम्+एव+इष्यसि+असंशयः
